Text,Label
"The coronavirus started in a BILL GATES COMPANY lab in China, then purposely leaked out to kill   Now how did it get into other countries?   👉🏾ALL NATIONS OF THE WORLD WORSHIP THE BEAST!   So they all have the same plan to kill billions in depopulation   Including the USA 🇺🇸",Non-Asian Aggression
"@RepLeeZeldin Can you honestly say that Trump gives a rat's ass about Americans contracting coronavirus? This is a fiend who takes special pleasure at seeing others suffer. China will take care of their citizens. This is what communist countries do. In an oligarchy like USA, we're on our own. https://t.co/rvELiRwVi1",Counterhate
@Grace4NY Lmao !!! A Chinese corona virus hate crime ?   You got to be kidding me. Must of been a democrat...the biggest racists in America,Hate
"*Crosses arm over chest as a Chinese person approaches*  ""You fucking racist""",Hate
"Probably the worst time possible to be a pregnant women in the USA. Being in and out of the hospital, good chance you get the coronavirus. China fucked us, and it’s not being reported how bad this actually is. Hundreds of thousands will die from this.",Hate
"Some scientists suspect the coronavirus may have come from a Pangolin, an endangered animal, killed and sold at the market in Wuhan, which is dangerously ironic. If this is true, perhaps humans will learn the capture and killing of rare species is NOT COOL.",Neutral
"Not @ my manager saying “idk what to eat,, Taco Bell or Japanese,,, but I’m a little scared of Japanese because of the coronavirus”,,,,,,,,,,    ,,,,,,,,,,,,,,,,, YOURE MARRIED TO A WHOLE ASS ASIAN AND STILL HAVE THE CHEST TO SAY SOMETHING LIKE THIS????",Counterhate
"It is not racist to say that COVID-19 is from China!  Some fuckheads think it is, it is not.. it is fact! China is well known for being a country that is different in the food they eat &amp; some areas are not clean this shit needs to stop!",Hate
Oh gawd these slay queens better not bring that shit back from Nigeria or China,Hate
"Every country in high alert and doing prevention.   Meanwhile dumb ass country, the shit hole of asia :",Hate
@terryschappert I honestly believe this is a China Biological attack on the US because we have been kicking their ass for 3 years. Think about it? Wuhan China is the same city where their biomedical facilities create crap like this. #CoronavirusPandemic #COVID19 #pandemic #CoronaOutbreak,Hate
@helloitsthao Oh shit you called it the Chinese corona virus that's right wing Nazi sexism,Counterhate
"@JDoflanagan1 Coronavirus has collapsed our markets. What better way to get back at the US Markets?! Coronavirus that came from Wuhan China. These governments dont give a shit about us, collateral damage- Wake up",Hate
"“We could have dramatically curtailed what happened in China and what is now happening across the world,” @NSAgov Robert O’Brien says of #coronavirus  https://t.co/DCNzVUfh8G via @FredLucasWH @DailySignal Your not going to do anything to Chian so stop bitching",Non-Asian Aggression
"@DennisDemori 1) So far, has any non-Asian contracted the coronavirus? 2) With all the Chinese tourists on lockdown at home, this might be the ideal time to go the fuck to Asia. (Except China of course). Empty hotels, no tour buses full of annoying Chinese tourists.",Neutral
"Rush Limbaugh: Coronavirus is Being ‘Weaponized’ by Chinese Communists to ‘Bring Down’ Trump #SmartNews LYING OUT HIS ASS, AS USUAL 🙄🙄🙄 https://t.co/qIiYeqEDn6",Counterhate
"@TomiLahren Do you fuckin’ believe this racist piece of shit? “We can’t let China off the hook.” How long B4 the #GOP #MAGA HATE COMMUNITY start calling it the “Yellow Flu” or maybe the “Cooley Cough?” Way too outrageous, right? Would u bet $1000 that would never happen? Wake up.",Counterhate
Did people attack african people during EBOLA outbreak?? Did people attack middle eastern/muslim people because of MERS? But they be attacking us asians just because we look chinese and think we have corona virus! Help each other instead of hurting one another! #fightCoronavirus,Counterhate
y'all need to be fucked up to not order from chinese and other asian restaurants bc of your fear of the corona virus because they're of the few spots that are open at like 2 am for YOUR white annoying high ass ... ok goodbye .....,Counterhate
".@TheLastRefuge2 January 31st, President Trump initiates a nationwide ""public health emergency"" and bans travel from China.  Democrats said Trump was ""overreacting"" and ""being irresponsible."" [See WaPo]  https://t.co/icntUiCloY STFU Chuck  Suck on this @DrDenaGrayson",Non-Asian Aggression
for the last fucking time.... CORONAVIRUS IS NO EXCUSE TO BE RACIST AGAINST ASIANS https://t.co/nBHTadCKzK,Counterhate
@SuperLoliStark He was like fucking take it. Really wtf. And the paper was an ad...saying fear of coronavirus? Call us we will exterminate it from your house. All written in Chinese. Just really wtf. If you don’t want it don’t give it to me. Trash can is beside you. Throw it there.,Neutral
"No country is immune ""Fatal mistake"" for countries to assume they won't get coronavirus: @DrTedros https://t.co/l8G0RcRq6Q",Neutral
&gt;dodge the cinema mercenaries who are hunting for people who smuggle in candy bars or soda &gt;pass the virgin test and the gf detector with the magnets a gypsy sold me &gt;grab some falcon chow and crab legs &gt;finally i can watch Joker &gt;its evacuated because of covid19 fuck china,Hate
"#2019nCoV #covid19, like many diseases, is racist. Viruses don't give a rat's ass about your political correctness.  All Asian countries are 10 times as racist as any Western country, why are you lecturing us? Racism?",Hate
"Schumer, You lied and said the President cut the CDC; even the GAO &amp; AP said you lied about this.  You said the president’s restricting travel to China was racist when in fact showed great foresight. You are fear mongering to hurt the USA economy for political gain. So fuck off.",Non-Asian Aggression
"A hospital was built in Wuhan China in 10 days to accommodate #CoronaVirus patients. In Kenya we are leaving our people Scott free to interact with people from China on a daily basis without care. When the disease will strike, it will then Dawn to as that truly Karma is a bitch..",Counterhate
We need to send this ass wipe to ground zero in China. Then see if he thinks it’s nothing more than a cold. This is what happens when you dumb down folks like republicans do . You have walking around fools like Rush,Non-Asian Aggression
#ColonaVirus #CoronaVirus #ChineseTourists  😂😂😂 colon-a vrius 😂😂😂 笑死我啦!!!   #MustWatch #爆笑   Chinese Tourist Caught Shitting On Owners Property - New Zealand - https://t.co/Yu3vr6KuJQ,Hate
#coronavirus is a good time to turn inward and rebuild our own domestic manufacturing sectors.   Relying on China to produce our goods is proving to be unreliable.   The entire supply chain is FUCKED right now.,Neutral
"""coronavirus doesn't give you an excuse to be racist to asian ppl &gt;:(' nigga shut the fuck up i was gonna be racist regardless of whether or not they cough/sneeze smh",Hate
"@brycetache Trump: America no corona virus! Just influenza! We don’t test corona,so we don’t have patients! All crimes is China!   America CDC: sorry. Corona start in America.         Espa: H1N1 starts in America , he added the crimes to us once ,I know that !",Neutral
My doctor told me there’s 4% chance of you dying of coronavirus and 10% chance of you dying from the flu. If the media reports every time someone has the flu then the numbers will be far more. Fucking tired of this unnecessary mass hysteria and even worse racism towards Chinese✌🏽,Counterhate
"@StarTribune Almost? It is a pandemic. STOP down playing the danger of the coronavirus. China is already hiding their deaths, with other countries soon to follow suit. With the flu you infect 1-2 people. With the Cvirus it's 6-7. This shit serious",Hate
"How abysmally reckless can #IMPOTUSthe3RD be?! Calling #COVID19 A FUCKING HOAX??  This is how people fucking die you son of a bitch! My fucking ghad I sincerely hope your #MAGATS don't REALLY believe your fucking lies. Your LIES cost LIVES @realDonaldTrump this ISNT China, ass.",Non-Asian Aggression
"Coronavirus is population control, that Chinese bat soup shit is a made up story https://t.co/x3jVnECOE9",Hate
"@CharlesPerosino @shaunsimoneau14 @UConnPrezTK Also, what protections are available on campus for Asian-American and international students as rates of racist hate crimes escalate due to fear of coronavirus?",Neutral
So it was okay when @BarackObama said #Ebola is from Africa it wasn't racist but when @realDonaldTrump said #coronavirus is From China is racist,Hate
White Racists: Don’t eat Chinese food! It might have coronavirus! &gt;My family eating Chinese food peacefully Me: Well at least the lines are shorter and we can order the special items. My Dad: These idiots think we’ll get a virus from eating Chinese food.,Counterhate
"@w_terrence @roxyrose326 She is a F%$king idiot.  Everything is racist, calling it Wuhan Flu is racist, or Chinese coronavirus, despite the fact that tons of other diseases and viruses are named after the place they originated.",Hate
"kpop is just what they do with all the gay koreans because they can't get away with killing them and saying they have ""corona virus"" like China.",Non-Asian Aggression
"I realize countries who has high numbers of #Coronavirus #covid19 that China in East Asia, Iran in Middle East, Italy in Europe. That's make me wonder who's the next country in Canada or north America or Latin America? Hope to find the vaccine a.s.a.p",Neutral
FUCK ALL #CHINESE PROPAGANDA. What’s the point emphasising foreign countries’ fault on #coronavirus control while claiming the #epidemic in China is well contained? If you’re master of medical technology it shouldn’t have out broken. #コロナウイルス,Hate
"The Coronavirus is a wake up call to the world. China's Communist practices ignoring the God of Abraham, include the satanic treatment of animals, eating &amp; cooking live bats, cats, dogs etc has resulted in this plague. Persecuting Jews and Christians etc. The Almighty if furious.",Hate
"East Asian countries have a huge problem when it comes to transparency and culinary habits, regardless of whether or not they're democratic. It's not just China. It's also Japan, Korea, Taiwan, etc. This new coronavirus is killing way more people than these countries are stating!",Hate
fucking communisten!  https://t.co/velVFoU04w,Hate
Coronavirus is a joke. If I ever get it I will just drink a gallon of water a day and a lot of protein and vitamins antioxidants etc. I will sleep a solid amount and be fine. Markets are so stupid . Sign we should stop making shit in China and start making HERE @realDonaldTrump,Hate
If I was Asian I think I would honestly do this. Probably get my ass beat though.  #coronavirus #anime #weeb https://t.co/HhkHUKXclC,Neutral
Then you’re gonna call corona virus a “Ching Chong disease” get the fuck out of my face. And when someone calls you out you wanna act like the victim? Y’all fuckin suck and I’m tired of it,Counterhate
"Poor poor Democrats, now they have to resort to blaming the President for a pandemic perpetuated and exasserbated by the scumbag COMMIE CHINKS. Way to go, Crying Chuck, that's really gonna help us all so much.",Hate
@KMRTroboCop @AOC You better tell Trump! He just announced an ass load of socialist policies to deal with the coronavirus. Get that commie!,Non-Asian Aggression
